lumbre; llama, fuego, lumbrera, esplendor, claridad, lucerna
lunático; maniático, anormal, insano, caprichoso, maniaco, alunado, raro
lupanar; prostíbulo, burdel, mancebía
luto; duelo, aflicción, pesadumbre, pena, congoja
luxación; dislocación, torcedura, esguince, descoyuntamiento, distorsión
luz; candela, vela, aviso, guía, jornada, día, abertura, claridad
Luzbel; diablo, Satanás, Lucifer, Satán, Belcebú, demonio
macabro; horroroso, espeluznante, desconcertante, tenebroso, lúgubre, fúnebre, mortal
macaco; simio, feo, deforme, grotesco, repugnante, repulsivo
macilento; descolorido, alicaído, mustio, escuálido, flaco, triste
macuco; cuco, taimado, astuto, sagaz
macular; mancillar, enlodar, emporcar, embarrar, manchar, motear
madriguera; guarida, refugio, cueva, cubil, reparo
madrugar; alborear, mañanear, crepuscular, anticiparse, adelantarse
madurez; cordura, prudencia, sensatez, juicio, reflexión, seso
maestría; destreza, habilidad, pericia, ingenio, arte, industria
mafia; pandilla, caterva, camarilla, colusión
mágico; asombroso, prodigioso, maravilloso, portentoso, fascinante, seductor, hechicero
magistral; admirable, magnífico, perfecto, superior, soberbio, importante
magnánimo; generoso, noble, longánimo, altruista
magnate; grande, poderoso, importante, ilustre, prócer, principal
magnetizar; imantar, fascinar, hipnotizar, subyugar, imanar
magnitud; dimensión, extensión, volumen, excelencia, tamaño, grandor
magno; grande, superior, ínclito, extraordinario, vasto, extenso
magro; seco, flaco, enjuto, chupado, delgado, molla
maja; vistosa, ataviada, curra, chula
majadería; sandez, estupidez, idiotez, fastidio, patochada
majestuoso; eminente, espléndido, grandioso, mayestático, augusto, imponente
malbaratar; dilapidar, derrochar, malgastar, despilfarrar
malcriar; mimar, consentir, viciar
maldad; ruindad, infamia, iniquidad, perversidad, malignidad, protervia, malicia
maldecir; detractar, imprecar, murmurar, execrar, condenar, reprobar, denigrar
maldito; aborrecido, execrado, miserable, malévolo, perverso, malvado, endemoniado
maleable; manejable, flexible, obediente, plástico, suave, dócil
malear; pervertir, enviciar, corromper, depravar, perjudicar, maliciar, dañar, deteriorar
maléfico; nocivo, perjudicial, dañino, pernicioso, dañoso
malgastar; dilapidar, despilfarrar, derrochar, malbaratar, disipar
malograr; estropear, dañar, desaprovechar, abortar, perder
malquistar; desavenir, indisponer, disgustar, enemistar, encizañar, encolerizar, molestar
maltratar; maltraer, lastimar, dañar, injuriar, zamarrear, brutalizar, pisotear
malvado; malo, maligno, perverso, malandrín, bribón, criminal
manada; rebaño, grey, piara, bandada, vacada, hato, torada
manantial; fuente, fontana, hontanar venero
mancillar; manchar, empañar, deslucir, desdorar, funestar, afear
mancomunar; aunar, enlazar, unir asociar, federar, juntar
mangonear; ingerirse, entrometerse, gobernar, muñequear,  vagabundear
maniaco; caprichoso, antojadizo, extravagante, lunático, raro, maniático
manifiesto; claro, evidente, ostensible, notorio, cierto, potente
maniobrar; ejecutar, manipular, operar, maquinar
manipular; operar, manejar, usar, hacer, manosear, forcejear, manotear
mansedumbre; placidez, apacibilidad, sumisión, tranquilidad, benignidad, suavidad, dulzura
mantener; conservar, salvaguardar, sostener, sustentar, alimentar, proveer, apoyar
manumitir; liberar emancipar, soltar, desligar, libertar
manutención; alimentación, sustento, mantenimiento, conservación, sostén, proveeduría
maña; arte, habilidad, maestría, destreza, ingenio, astucia, sagacidad
maquiavélico; astuto, sagaz, falaz, pérfido, taimado, falso
maquinizar; mecanizar, motorizar, automatizar
marasmo; enflaquecimiento, debilitamiento, apatía, suspensión, delgadez, inmovilidad, paralización
maravilla; admiración, prodigio asombro, portento
marchitez; deslucimiento, agostar, enmustiar, ajadizo
marfuz; desechado, rechazado, desdeñado, despreciado, repudiado, falaz, embustero
marrano; cerdo, chancho, cochino, sucio, puerco, asqueroso
martirio; tortura, sufrimiento, suplicio, sacrificio, tormento, aflicción, agobio
martirizar; torturar, sacrificar, atormentar, angustiar, apesadumbrar, afligir, matar
máscara; antifaz, careta, excusa, pretexto, mascarilla, disimulo
masoquismo; perversión, depravación, degradación, corrupción
mástil; palo, árbol, tallo, tronco, poste, asta, puntal
materia; elemento, razón, cuerpo, objeto, sustancia, asunto, motivo, tema
matiz; aspecto, gama, viso, rasgo, tintura, cambiante, tono, gradación
máxime; principalmente, esencialmente, básicamente, fundamentalmente
mayestático; imponente, majestuoso, augusto, sobresaliente, solemne, áulico
mayoral; caporal, rabadán, tronquista, conductor, mampostero
mayoría; ventaja, delantera, superioridad, excelencia, quórum, masa, totalidad, pluralidad
mecenas; protector, bienhechor, patrocinador, favorecedor
mecer; balancear, columpiar, acunar, menear, hamaquear, cunear
mediación; acuerdo, arbitraje, intervención, participación, arreglo
mediar; intervenir, interceder, terciar, participar, interponerse, transcurrir, pasar
mediocre; común, vulgar, deficiente, imperfecto, mediano, ordinario, mezquino
meditabundo; pensativo, reflexivo, caviloso, absorto
meditar; reflexionar, cavilar, discurrir, proyectar, pensar, considerar
medrar; lucrar, adelantar, mejorar, aprovechar, progresar, aumentar, prosperar
médula; meollo, centro, substancia, esencia, núcleo
mefítico; ponzoñoso, infecto, fétido, malsano
megalómano; alucinado, perturbado, enajenado, quimerizado
melancólico; triste, mustio, mohíno, hipocondríaco, apesarado, afligido
mella; deterioro, merma, menoscabo, falla, hueco, vacío, entrante
meloso; dulce, almibarado, melifluo afectado, tierno, suave, blando
memorativo; recordativo, rememorar, reminiscencia, remembrar
mencionar; nombrar, recordar, aludir, referir, citar
mendrugo; migaja, pellizco, pizca, pedazo, cuscurro, regojo, zato, cantero
menester; necesidad, falta, apuro, apremio, ejercicio, empleo, profesión
menguar; atenuar, mermar, amainar reducir, decrecer, disminuir, amenguar
menoscabar; deteriorar, reducir, acortar, perjudicar, disminuir, dañar, ajar
menospreciar; despreciar, desdeñar, rebajar, minimizar, desestimar, degradar
mentecato; necio, tonto, simple, idiota, menguado
menudo; chico, pequeño, corriente, habitual, baladí, plebeyo
meollo; juicio, sensatez, fondo, esencia, seso, médula
mérito; merecimiento, virtud, estimación, valía, derecho
mermar; reducir, disminuir, menguar, perder, minorar, bajar
merodear; circundar, rodear, reconocer, examinar, explorar, vagabundear, vagar
mesura; prudencia, cordura, compostura, gravedad, seriedad, cortesía, respeto
metáfora; figura, tropo, alegoría, traslación, imagen
metamorfosis; transformación, transmutación, mudanza, mutación, cambio
metódico; sistemático, cuidadoso, ordenado, dispuesto, reglado, regular
mezclar; juntar, agregar, amalgamar, incorporar, embrollar, embarullar
microbio; bacilo, bacteria, virus, micrófito, infusorio, microorganismo
migaja; partícula, fragmento, pedazo, resto, migajón, miga
minucia; bagatela, nimiedad, menudencia, nadería, futilidad, insignificancia
minúsculo; mínimo, ínfimo, enano, microscópico, liliputiense
minuta; apunte, esbozo, esquema, agenda, extracto, borrador, anotación
mirífico; asombroso, maravilloso, admirable, portentoso
misántropo; huraño, esquivo, insociable, introvertido, arisco, amargado, sombrío
misceláneo; diverso, mezclado, mixto, revuelto
miserable; desdichado, infeliz, desgraciado, infortunado, mísero, tacaño, avaro, mezquino
miseria; desdicha, desgracia, infortunio, indigencia, pobreza, estrechez, escasez
misérrimo; indigente, mendicante pordiosero, desventurado, pobrísimo, paupérrimo, mísero
misógino; anormal, anómalo, extraño, raro
misterio; enigma, secreto, sigilo, arcano, reserva
místico; religioso, espiritual, asceta, misterioso
mitigar; moderar, aminorar, atenuar, aliviar, dulcificar, minorar, aplacar
mito; leyenda, fábula, ficción, tradición
mocedad; adolescencia, muchachez, juventud, pubertad
modernizar; renovar, actualizar, rejuvenecer, metamorfosear, remodelar
módico; reducido, limitado, barato, económico, escaso, moderado
modificar; cambiar, alterar, mudar, variar, reformar
modismo; forma, giro, manera, copia, idiotismo
mofa; burla, broma, escarnio, ludibrio bufa, befa, guasa
mohíno; apesarado, mustio, triste, melancólico, cabizbajo
mojigato; simulador, hipócrita, gazmoño, fariseo, hazañero timorato
mole; corpulencia, macicez, volumen magnitud, cuerpo, masa, bulto
molestia; estorbo, fastidio, asedio, contrariedad, enfado, dificultad
molicie; blandura, comodidad, deleite, voluptuosidad, blandicia
mollera; seso, cacumen, cabeza, caletre
molondro; poltrón, perezoso, torpe, pigro, molondrón, holgazán
monina; graciosa, divertida, donosa, agraciada
monolítico; compacto, macizo, consistente, íntegro
monólogo; soliloquio, recitación, ensimismamiento, aislamiento
monopolio; concesión, exclusividad, privilegio, estanco, acaparamiento
monotonía; igualdad, uniformidad, regularidad, paralelo, invariabilidad, pesadez
montaraz; montés, arisco, agreste, rebelde, rústico
monumental; grandioso, inmenso, colosal, fenomenal, magnífico, magno
mora; tardanza, demora, retraso, dilación, zarzamora
moral; decoro, ética, pundonor, corrección, moralista
morbosidad; enfermedad, epidemia, anormalidad, politiquería
mordaz; cáustico, sarcástico, insidioso, satírico, punzante, dicaz, mordicante
morigerar; moderar, templar, mesurar, contemporizar
morrocotudo; fenomenal, colosal, titánico, importante, grave, formidable
mortandad; matanza, mortalidad, hecatombe, desolación
mortificar; atormentar, apesadumbrar, torturar, martirizar, afligir, dañar, molestar
mostrenco; torpe, bruto, mesteño, rudo, zafio, ignorante
motivar; originar, causar, ocasionar, suscitar, explicar, justificar
movilizar; llamar, levantar, armar, militarizar, reclutar, reunir
muchedumbre; gentío, multitud, infinidad, abundancia, masa
mudanza; cambio, traslado, mutación, variación, alteración
muelle; suave, blando, delicado, flexible, mole, mórbido, andén, resorte
muestrario; selección, colocación, catálogo, repertorio
mugir; rugir, tronar, bramar, resonar
mullir; ahuecar, esponjar, ablandar, hispir
multa; pena, castigo, sanción, deterioro
multitud; infinidad, muchedumbre, gentío, afluencia, aluvión, vulgo, miríada
mundología; tacto, tino, cortesía, vivencia, mundo, sagacidad
munificencia; generosidad, liberalidad, esplendidez, excelsitud, magnificencia, largueza
murmuración; censura, crítica, desacreditar
música; armonía, melodía, concierto, concordancia
mustio; lacio, marchito, mohíno, triste, ajado, melancólico, decaído
mutación; cambio, variación, alteración, modificación, mudanza
mutar; cambiar, mudar, variar, transformar
mutilar; cercenar, cortar, truncar, amputar, quitar, romper, estropear, fragmentar, deteriorar
mutismo; silencio, mudez, sigilo, mudez
mutualidad; corporación, unión, solidaridad, previsión
nacer; germinar, brotar, provenir, emerger, surgir, emanar, parir
naciente; nuevo, inicial, levante, oriente, reciente, principiante
nacimiento; origen, principio, fuente, natividad, existencia, natalidad, ser
nación; país, estado, pueblo, potencia, patria
nadería; caricia, bicoca, bagatela, friolera
narcótico; estupefaciente, dormitivo, alcaloide, soporífero, somnífero, anestésico
narrar; relatar, referir, contar, describir, publicitar, reseñar, enterar
natalicio; aniversario, cumpleaños, nacimiento, conmemoración, celebración
nativo; autóctono, oriundo, nato, originario, natural, aborigen, indígena
nato; nacido, puro, original, intacto, propio
naturalidad; sencillez, franqueza, espontaneidad, llaneza, humildad, recato
naturalizar; nacionalizar, habituar, aclimatar, introducir, asilar, acoger, refugiar
naufragar; zozobrar, hundirse, sumergirse, fracasar, tumbarse, afondar
náusea; arcada, vómito, asco, disgusto, inapetencia
nauseabundo; inmundo, asqueroso, repugnante, repulsivo, fétido, hediondo, apestoso, infecto
nebuloso; nublado, brumoso, sombrío, confuso, opaco, oscuro, tenebroso
necedad; estupidez, sandez, bobada, desatino, imbecilidad, tontería
necesidad; penuria, azar, indigencia, miseria, pobreza, inopia, estrechez
necio; inepto, torpe, incapaz, zafio, zonzo, papanatas, gaznápiro
nefario; malvado, impío, inhumano, salvaje, malévolo, inclemente
nefasto; aciago, funesto, adverso, siniestro, triste, desgraciado
negar; denegar, rehusar, objetar, rechazar, abominar, impedir
negligente; dejado, desidioso, omiso, descuidado, indolente, irresponsable
neófito; bisoño, novato, novicio, novel, aficionado, incipiente
nequicia; maldad, perversidad, corrupción, depravación
nervioso; sensible, excitable, perturbado, neurasténico, impresionable, vigoroso
neurálgico; preocupante, inquietante, impactante
neutralizar; contrarrestar, oponer, anular, detener, contraatacar, resistir
nexo; vínculo, enlace, nudo, lazo, relación, analogía, conexión
nihilista; incrédulo, impío, ateo, desconfiado, apóstata, hereje, blasfemo
nimiedad; poquedad, cortedad, pequeñez, banalidad, insignificante
ninfa; sílfide, sirena, ondina, duende, genio, elfo, gnomo, silfo
nitidez; pureza, limpidez, claridad, transparencia, luz, claror, fulgor
nivelar; emparejar, allanar, aplanar, equiparar, igualar, equilibrar
nocivo; dañino, pernicioso, perjudicial, tóxico, maléfico malo, ponzoñoso
nómada; errante, ambulante, gitano, vagabundo, trashumante
nómina; lista, registro, control, asiento
normalizar; regularizar, sistematizar, metodizar, pautar, preceptuar, ordenar
nosocomio; hospital, clínica, consultorio, policlínica, enfermería, sanatorio, dispensario
nostalgia; añoranza, evocación, recordación, reminiscencia, memoria, recuerdo, remembranza
notable; valioso, importante, insigne, prestigioso, considerable, sobresaliente
notificar; informar, anunciar, comunicar, participar, prevenir, manifestar,
notoriedad; fama, nombradía, celebridad, reputación, triunfo, éxito, victoria,
notorio; palmario, manifiesto, palpable, patente, evidente, visible, probado
novar; renovar, cambiar, reemplazar, trocar
novato; novel, novicio, neófito, aprendiz, bisoño, principiante
novicio; principiante, aprendiz, bisoño, aficionado, novato, neófito, insipiente
nublo; nublado
núcleo; centro, meollo, médula, corazón, grupo, foco
nulidad; caducidad, invalidez, inutilidad, incapacidad, ineficacia, inhabilidad
numerario; numeral, efectivo, activo, pecuniario, divisas, guita
nuncio; enviado, emisario, ministro, representante
nupcias; casamiento, boda, matrimonio, desposamiento, enlace, unido, vínculo, himeneo
nutrición; alimentación, manutención, nutrimiento, sustentación
nutritivo; alimenticio, sustancioso, nutricio, suculento
ñangar; desfigurar, deformar, falsear, camuflar
ñeque; fuerte, vigoroso, hábil, ocurrente, energía, fuerza
ñoñería; ñoñez, necedad, sandez, simpleza, pusilanimidad, cobardía
ñoño; corto, apocado, remilgado, quejoso, tímido, indeciso, soso, vacío, huero
oasis; vegetación, manantial, alivio, consuelo, descanso
obcecación; ofuscamiento, ceguera, obstinación, porfía, obnubilación
obedecer; acatar, cumplir, respetar, someterse, prestarse, ceder
obertura; preludio, introducción, sinfonía, armonía
óbice; impedimento, embarazo, estorbo, inconveniente, dificultad, obstáculo
objetar; oponer, refutar, replicar, cuestionar
oblicuo; inclinado, sesgado, soslayado, diagonal
obligación; imposición, exigencia, deber, necesidad
obliterar; obturar, obstruir, cerrar, clausurar, taponar
obsceno; licencioso, lúbrico, lascivo, lujurioso, pornográfico
obsecuente; sumiso, dúctil, obediente, manejable
observancia; cumplimiento, observación, acatamiento, respeto
obsesión; manía, sicosis, prejuicio, preocupación, tema
obsoleto; anticuado, caduco, antiguo, caído en desuso
obstáculo; dificultad, impedimento, óbice, tropiezo, estorbo, traba
obstinación; porfía, testarudez, pertinacia, intransigencia, terquedad, tenacidad
obstrucción; oclusión, cierre, impedimento, dificultad
obtención; logro, beneficio, alcance, adquisición
obtuso; lerdo, tardo, torpe, necio, rudo, despuntado, romo
obvio; manifiesto, claro, notorio, evidente, patente, visible
ocasional; fortuito, accidental, eventual, imprevisto, azaroso
ocasionar; causar, originar, producir, promover, motivar
ocaso; oeste, poniente, decadencia, crepúsculo, puesta, postura
ocio; vago, haragán, vano, inútil, reposo, holganza, descanso
ocioso; inactivo, parado, desocupado, inoperante, haragán, perezoso
ocular; presenciar, observar, mirar, inspeccionar
ocultar; esconder, encubrir, disfrazar, disimular, tapar
oculto; encubierto, invisible, escondido, disfrazado, velado, tapado
ocupar; morar, asaltar, habitar, invadir, colmar, llenar
ocurrencia; suceso, ocasión, circunstancia, ingenio, acontecimiento
odioso; detestable, execrable, repelente, antipático, aborrecible, abominable
odisea; aventura, riesgo, contingencia, incidencia
ofender; insultar, ultrajar, herir, dañar, agraviar, injuriar
ofensa; insulto, agravio, ultraje, injuria
oferta; promesa, ofrecimiento, propuesta, proposición, dádiva
oficializar; validar, aprobar, sancionar, autorizar
oficioso; solícito, servicial, diligente, laborioso, complaciente
ofrecer; brindar, ofrendar, prometer proponer, manifestar, dedicar
ofuscar; perturbar, confundir, alucinar, trastornar, cegar, deslumbrar
oír; escuchar, atender, sentir, percibir, auscultar
ojear; mirar, examinar, trashojar, revisar, observar
ojeriza; inquina, antipatía, aversión, malquerencia, rencor
oleaginoso; oleoso, aceitoso, grasiento, untoso
oler; olfatear, husmear, sospechar, inquirir, fisgar, oliscar
ológrafo; autógrafo
olvido; amnesia, negligencia, desmemoria, omisión, aturdimiento
ominoso; aciago, execrable, odioso, siniestro
omisión; dejadez, descuido, supresión, laguna, falta, olvido
omiso; remiso, flojo, dejado, descuidado, negligente, omitido, olvidado
omnímodo; autoritario, absoluto, omnipotente, tiránico
omnisciente; omniscio, sabio, erudito, Dios I
oneroso; gravoso, pesado, molesto, dispendioso, enojoso, costoso, caro
opción; elección, selección, posibilidad, alternativa, disyuntiva
operativo; ejecutante, activo, actuante, agente
opinar; juzgar, calificar, discurrir, apreciar
opinión; juicio, concepto, parecer, criterio, fama, reputación, predicamento
opíparo; abundante, copioso, espléndido, suculento
oponer; enfrentar, impugnar, contradecir, objetar, afrontar, encarar
oportuno; adecuado, conveniente, pertinente, favorable, gracioso, ocurrente
opresión; dominación, avasallamiento, subyugación, aherrojamiento, contrición, apretura
oprimir; apretar, comprimir, agobiar, esclavizar, aplastar, sujetar, dominar
oprobio; afrenta, vergüenza, agravio, ignominia, deshonrar
optar; escoger, elegir, preferir, adoptar
optimismo; confianza, tranquilidad, seguridad, esperanza, ánimo, fe
óptimo; abundante, cuantioso, copioso, rico, excelente superior, bonísimo
opugnar; rebatir, contradecir, dificultar, oponer, obstruir, atacar, asaltar
opulento; pudiente, adinerado, abundante, ubérrimo, considerable, rico, creso
opúsculo; ensayo, intento, prueba, experiencia, folleto, monografía
oquedad; vacío, cavidad, hueco, ventana, hendedura, depresión
oración; rezo, plegaria, jaculatoria, invocación, sermón, discurso
oráculo; vaticinio, augurio, profecía, predicción, agüero
orbe; mundo, universo, esfera, globo, creación, redondez
orden; disposición, colocación, método, comunidad, concierto, exigencia
ordenar; disponer, establecer, preceptuar, organizar, decretar, mandar
ordinario; común, corriente, frecuente, chabacano, plebeyo, vulgar
orfandad; abandono, desamparo, descuido, desvalido
organismo; cuerpo, integridad, corporación, entidad, institución, empresa
órgano; medio, instrumento, conducto, relación, portavoz, armonio
orgía; banquete, festín, bacanal, desenfreno
orgullo; altanería, engreimiento, jactancia, arrogancia, soberbia, altivez, vanidad
orientar; guiar, dirigir, encaminar, asesorar, informar, instruir, imponer
origen; comienzo, principio, nacimiento, estirpe, procedencia, linaje
original; singular, único, peculiar, modelo, insólito, personal, manuscrito
originar; ocasionar, causar, motivar, plasmar, determinar
orillar; concluir, terminar, solventar, resolver, cantear, orlar, bordear
ornamento; adorno, atavío, ornato, aderezo, decoración
orondo; esponjado, hinchado, ufano, presumido, foto, engreído
oropel; baratija, quincalla, ficción, apariencia, bicoca
ortodoxo; dogmático, imperativo, tajante, creyente, fiel, conforme
ortografía; corrección, adecuación, precepto, hermosura
osadía; arrojo, intrepidez, audacia, resolución
ostensible; visible, notable, viable, patente, palpable, manifiesto
ostentación; jactancia, afectación, vanidad, alarde, fausto, lujo, pompa
ostracismo; destierro, exilio, relegación, proscripción
otorgar; conceder, disponer, autorizar, permitir, condescender, consentir, conferir
otrosí; además, también, asimismo, igualmente
oxidar; enroñar, enmohecer, corroer, carcomer
pabellón; bandera, enseña, estandarte, edificio, pendón, oriflama, insignia
pábulo; alimento, comida, sustento, tema
pacato; tímido, apocado, manso, tranquilo, sosegado, apacible, quieto
pachorra; calma, tranquilidad, tardanza, demora, flema, calma, cachaza
paciencia; aguante, resignación, conformidad, tolerancia, transigencia
paciente; enfermo, doliente, resignado, conformado, tolerante
pacificar; apaciguar, aquietar, tranquilizar, mitigar, sosegar, aplacar, calmar
pacífico; tranquilo, quieto, reposado, pasivo, manso, sereno, plácido
pactar; convenir, estipular, concertar, tratar, zanjar, determinar
padecer; soportar, tolerar, sufrir, aguantar, experimentar
pagano; idólatra, gentil, infiel, incrédulo, fetichista, monoteísta
paladín; defensor, sostenedor, sustentador, campeón, amparador, guardián
paliar; atenuar, aminorar, mitigar, atemperar, tranquilizar, calmar
palinodia; retracción, recantación rectificación, modificación
palurdo; rústico, tosco, inculto, rudo, cerril, aldeano
panacea; remedio, medicina, droga, sanalotodo, medicamento, reconstituyente
pandemia; epidemia, enfermedad, endemia, tiranía
panorámico; perspectivo, general, extensivo, matizado
par; igual, semejante, parejo, elemento, yunta, dos
parábola; alegoría, narración, fábula, moraleja, apólogo, leyenda
paradigma; modelo, muestra, ejemplo, norma
paradisiaco; dichoso, feliz, jubiloso, celestial
paradoja; contradicción, replica, refutación, impugnación, extravagancia
paráfrasis; comentario, glosa, explicación, interpretación, amplificación
paralelo; análogo, semejante, directo, derecho, cotejo, comparación, parangón
paralizar; detener, inmovilizar, impedir, obstaculizar, embotar, aquietar, parar
paralogizar; engatusar, embaucar, engañar, aparentar
parámetro; medida, cuantificación, valuación, valorativo
páramo; yermo, desierto, erial, baldío, sabana, arenal, estéril
parangón; comparación, cotejo, confrontación, equivalencia, paralelo
paranomasia; aliteración, repetición, iteración, semejanza
parapetarse; protegerse, resguardarse, atrincherarse, esconderse, precaverse, refugiarse
parásito; insecto, gorrón, ratero, oportunista, gorrista
parcialidad; bando, bandería, preferencia, injusticia, partido, prejuicio
parco; sobrio, mesurado, templado, frugal
parénesis; exhortación, incitación, animación, amonestación
parentesco; lazo, vínculo, unión, entronque
paréntesis; digresión, inciso, interrupción, suspensión
paria; separado, excluido, rechazado, aciago, golfo, rufián, canalla
parlamentar; conversar, hablar, dialogar, platicar, conferenciar, decir
parodia; remedo, imitación, reproducción, disfraz, pantomima, mímica
parquedad; templanza, moderación, sobriedad, parsimonia, circunspección
parroquiano; feligrés, habitúe, pensionista, consumidor, comprador, cliente
parsimonia; parquedad, prudencia, discreción, moderación
participación; intervención, colaboración, notificación, comunicación, adhesión
partícipe; coactuante, cointeresado, porcionero, particionero, coautor
particularizar; singularizar, determinar, individualizar, personalizar, especializar, definir
partidario; simpatizante, prosélito, secuaz, banderizo, afiliado
pasión; ardor, vehemencia, entusiasmo, fogosidad, amor, cariño, afecto
pasmar; helarse, aterirse, aturdir, maravillar, enfriar, congelar
pasquín; cartel, publicación, sátira, burla, placa, tabloide, libelo
patache; comida, condumio, merienda, embarcación
patán; palurdo, gañán, rústico, campesino, descortés, desatento
patente; manifiesto, palmario, evidente, exclusivo, ventaja, privilegio
patético; conmovedor, emocionante, enternecedor, sentimental, emotivo, desolador
patíbulo; tormento, suplicio, cadalso, horca, paredón, ergástula
patraña; falacia, embuste, infundio, mentira,
patrimonio; bienes, haberes, pertenencia, dominio, recursos, capital
patrocinio; favor, protección, amparo, refugio
patrono; defensor, amparador, velador, vigilante, abogado
paulatino; lento, pausado, sistemático, controlado, acompasado, calmoso, demoroso, lento
paupérrimo; pobrísimo, misérrimo, escaso, empobrecido, carente
pauta; muestra, guía, sistema, padrón, falsilla, patrón, canon, regla, norma,
pavada; bobería, necedad, mentecatería, sandez, bobada
pávido; temeroso, cobarde, medroso, amilanado, pusilánime, apocado
pavor; temor, pánico, espanto, terror, susto, pavura, alarma
pavoroso; terrorífico, espantosa, espeluznante, horripilante, alarmante
paz; sosiego, quietud, tregua, neutralidad, serenidad, tranquilidad
pecaminoso; errado, faltado, maliciado, sospechado, lujurioso, libidinoso
peculiar; singular, particular, especial, propio
peculio; caudal, dinero, fondo, haberes, capital, pecunia
pedante; vanidoso, afectado, presumido, sabihondo
pedigüeño; pedidor, mendicante, pordiosero, pidientero
pedir; requerir, desear, solicitar, demandar, exigir
pegote; parche, emplasto, impertinente, inconvidado, apósito, pegado
pelafustán; perdido, extraviado, holgazán, calavera
pelear; reñir, luchar, compartir, contender, batallar, combatir
pelele; monigote, muñeco, espantajo, simple, bobalicón
peliagudo; complicado, escabroso, intrincado, enredado, dificultoso, arduo
peligro; riesgo, amenaza, inseguridad, contingencia, peligrosidad
pena; castigo, penitencia, penalidad, aflicción, escarmiento
penalidad; molestia, contrariedad, mortificación, incomodidad
pendencia; disputa, altercado, querella, incidente, discusión, camorra
pendiente; ladera, cuesta, inclinación esperado, subida
pendón; estandarte, divisa, insignia, emblema, bandera, pabellón
penetrante; profundo, agudo, sutil, perspicacia, fino, aguzado
penoso; arduo, dificultoso, enojoso, apesadumbrado, lamentable, deplorable
pensamiento; raciocinio, reflexión, opinión, proyección, intelecto, sentido
pensar; idear, imaginar, concebir, discurrir, cavilar, soñar
penuria; carestía, falta, escasez, privación
pequeño; chico, diminuto, enano, pigmeo, bajo, chato
percance; contratiempo, infortunio, accidente, desgracia, avería, descalabro
percepción; sensación, impresión, imagen, clarividencia, idea, representación
percibir; recibir, divisar, descubrir, avistar, ver
perder; disipar, derrochar, destruir, deteriorar, desperdiciar, frustrar
perdición; daño, ruina, destrucción, devastación, condenación
perdonar; absolver, indultar, dispensar, condonar, eximir
perdurar; permanecer, mantener, continuar, subsistir, durar, soportar, aguantar
peregrino; romero, viajero, caminante, penitente, singular
perenne; eterno, perpetuo, constante, interminable, infinito, vitalicio
perentorio; determinante, urgente, decisivo, tajante, apremiante
pereza; indolencia, gandulería, poltronería, pigricia, desidia, apatía
perfección; progreso, adelanto, mejora, refinamiento, excelencia, gracia
perfecto; cabal, acabado, absoluto, excelente, completo
perfidia; traición, alevosía, falsedad, insidia
perfilar; afinar, perfeccionar, mejorar, pulimentar, rematar
pericia; habilidad, práctica, destreza, técnica, capacidad, aptitud
periférico; contornado, circunferencial, suburbial, perimétrico, circular
perínclito; insigne, preclaro, heroico, ínclito
periodo; etapa, fase, ciclo, párrafo, era, tiempo, época
peripecia; suceso, incidente, lance, hecho, acontecimiento, anécdota
perito; capaz, experto, hábil, entendido
perjudicial; dañino, nocivo, pernicioso, destructor, lesivo
perjuicio; daño, quebranto, detrimento, menoscabo
perjurar; prevaricar, anatematizar, profanar, mentir, jurar
perjurio; perfidia, mentira, falsedad, patraña
permanencia; duración, persistencia, invariabilidad, perdurabilidad, estada, parada
permanente; estable, continuo, firme, invariable, fijo, residente
permeable; impregnable, penetrable, filtrable, absorbente, traspasable
permitir; facultar, autorizar, acceder, consentir, tolerar
permutar; trocar, cambiar, canjear, invertir
pernicioso; dañino, perjudicial, peligroso, nefasto, nocivo, lesivo
pernoctar; dormir, descansar, posar, detenerse
perpetrar; cometer, consumar, ejecutar, delinquir, infringir, atentar
perpetuo; perdurable, eterno, imperecedero, perenne
perplejidad; indecisión, vacilación, titubeo, confusión, duda
persecución; seguimiento, caza, alcance, acecho, acosamiento, batida, acoso
perseverar; persistir, continuar, insistir, porfiar, proseguir, afanarse, luchar
persistencia; permanencia, insistencia, constancia, firmeza, tesón, empeño
personaje; figura, actor, persona, personalidad, papel
personal; particular, privativo, peculiar, singular, privado, propio
personalidad; particularidad, singularidad, carácter, distintivo, personaje
personificar; encarnar, representar, simbolizar, interpretar, actuar
perspectiva; contingencia, posibilidad, apariencia, factibilidad
perspicacia; agudeza, penetración, sagacidad, inteligencia, sutileza, cacumen
perspicaz; sagaz, agudo, penetrante, zahorí, inteligente
persuasión; sugestión, convencimiento, certeza, convicción
persuasivo; convincente, decisivo, concluyente, categórico, sugestivo, seductor
perteneciente; relativo, referente, tocante, concerniente
pertinacia; tenacidad, testarudez, obstinación, contumacia, tozudez, insistencia
pertinente; referente, relativo, concerniente, oportuno, perteneciente, apropiado
pertrechar; abastecer, aprovisionar, preparar, suministrar, proveer, equipar, armar,
perturbar; alterar, trastornar, inmutar, desorganizar, intranquilizar, inquietar,
perversión; corrupción, depravación, desenfreno, inmoralidad, maldad, degeneración
perverso; infame, perdido, malvado, depravado, maligno, protervo
pervertir; depravar, corromper, viciar, perturbar, alterar
pesado; macizo, grave, obeso, deprimente, plomizo, gordo
