elixir; licor, brebaje, medicamento, remedio
elocuencia; oratoria, persuasión, convicción, conmoción
elogiar; encomiar, alabar, enaltecer ensalzar
elucidar; explicar, aclarar, dilucidar esclarecer
eludir; evadir, rehusar, evitar, soslayar, esquivar, rehuir
emanar; proceder, nacer, originar provenir
emancipar; libertar, redimir, soltar desligar, desvincular, independizar
embalar; enfardar, envasar, empaquetar, envolver
embalsar; estancar, encharcar, rebalsar, acumular
embarrar; enfangar, manchar, embadurnar, ensuciar
embeber; absorber, impregnar, empapar, encajar
embelesar; embeleñar, cautivar, embriagar, extasiar, arrobar
embestir; atacar, arremeter, acometer, abalanzarse
emblema; símbolo, representación, escudo, insignia, lema
embobar; admirar, maravillar, aturdir, embabucar, sorprender
emboscada; celada, asechanza, encerrona, trampa
embrollar; enredar, confundir, enmarañar, revolver, embarullar
embromar; enredar, engañar, perjudicar, donar, chancear
embrujo; hechizo, encanto, fascinación, seducción
embrutecer; entontecer, atontar, entorpecer, atolondrar
embuste; engaño, embrollo, infundio, patraña, invención, mentira
emerger; brotar, surgir, aparecer, germinar, sobresalir
emigrar; migrar, expatriar, transmigrar, abandonar
eminencia; grandeza, prominencia, excelencia, elevación, altura
emitir; difundir, imprimir, formular, declarar, irradiar, exhalar
emoción; excitación, agitación, conmoción, exaltación, impresión
empachar; hartar, estomagar, indigestar, ahitar, empalagar
empalagar; hastiar, fastidiar, aburrir, importunar
empantanar; estancar, detener, atascar, paralizar, encharcar, inundar
empedernido; contumaz, recalcitrante, endurecido, implacable
empeñar; pignorar, emprender, obligar, comprometer
empequeñecer; reducir, minorar, achicar, comprimir
empinar; elevar, alzar, subir, enarbolar, erguir, levantar
empírico; práctico, experimental, positivo, pragmático
emplazar; situar, ubicar, demandar, concertar
emplear; aplicar, utilizar, usar, consumar, colocar, destinar
empollar; Incubar, encobar, estudiar, meditar
emporcar; manchar, ensuciar, mancillar, enmugrecer
empresa; compañía, sociedad, firma, proyecto
empujar; estimular, impulsar, excitar, concitar
empuñar; asir, apretar, coger, conseguir
emular; competir, contender, luchar, superar, rivalizar
enajenar; traspasar, transferir, vender, endosar, alienar
enaltecer; encomiar, honrar, distinguir, encubrir
enarbolar; levantar, izar, subir, hinchar, elevar
enardecer; animar, entusiasmar, avivar, exaltar, enfervorizar, inflamar
encabezar; acaudillar, dirigir, comenzar, principiar
encaje; ajuste, conciliación, enlace, acoplamiento, enchufe, enganche
encajonar; empacar, encerrar, comprimir, empaquetar, envolver
encandilar; deslumbrar, ofuscar, alucinar, fascinar
encaprichar; empecinar, obcecar, empeñar, obsesionar
encarar; enfrentar, oponer, arrostrar, apuntar, encarroñar, asestar
encarecer; enaltecer, ponderar, alabar, elogiar, exagerar
encarnizar; embrutecer, enfurecer, sulfurar, irritar
encasillar; catalogar, clasificar, encuadrar, ordenar, archivar
encauzar; guiar, dirigir, encaminar, infundir, enjuiciar, procesar
encelar; envenenar, ensañar, exacerbar, exasperar, irritar
enclaustrar; encerrar, enceldar, internar, recluir
enclenque; enfermizo, achacoso, débil, raquítico
encomiar; loar, alabar, elogiar, ensalzar, celebrar
encrespar; rizar, ensortijar, erizar, engrifar
encuadrar; insertar, incluir, encerrar, conformar
encubrir; ocultar, esconder, disimular, complicar
encumbrar; encaramar, levantar, subir, endiosar, enaltecer, alzar
endeble; débil, enclenque, fofo, enteco
endemia; epidemia, enfermedad, pandemia, politiquería
enderezar; encaminar, rectificar, encauzar, dirigir, guiar
endilgar; arrojar, encajar, lanzar, enflautar
endosar; transferir, traspasar, trasladar, trasmitir, encargar
enemigo; adversario, contrario, opuesto, refractario
energía; vigor, fuerza, potencia, dinamismo, poder
energúmeno; arrebatado, exaltado, furioso, frenético, alborotado
enervar; embotar, debilitar, extenuar, agotar
enfadar; enojar, irritar, incomodar disgustar, molestar
énfasis; afectación, pomposidad, ampulosidad, solemnidad
enfatizar; robustecer, ponderar, resaltar, exaltar
enflaquecer; adelgazar, enmagrecer, encanijarse, debilitarse
enfocar; encauzar, orientar, apuntar, conectar
enfriar; helar, desanimar, desalentar, refrescar
engalanar; hermosear, acicalar, adornar, ataviar, ornar
engaño; mentira, ardid, artificio, celada, dolo, embuste
engarzar; engastar, enlazar, eslabonar, combinar
engendrar; concebir, procrear, originar, generar, producir
engreído; altanero, presumido, vanidoso, fanfarrón, soberbio
engullir; ingerir, tragar, zampar, deglutir
enhiesto; derecho, erguido, levantado, recto
enigma; secreto, misterio, incógnita, acertijo, arcano
enjoyar; adornar, engalanar, hermosear, embellecer, recamar
enlodar; embarrar, ensuciar, manchar, mancillar, envilecer, infamar
enlosar; embaldosar, enladrillar, pavimentar, adoquinar, solar
enmarañar; contundir, revolver, embarullar, desgreñar
enmienda; rectificación, corrección, arreglo, ajuste, retoque, remiendo
enmudecer; callar, silenciar, atisbar, observar
ennoblecer; enaltecer, exaltar, esclarecer, afamar
enojar; molestar, irritar, exasperar, enfurecer, sulfurar, encolerizar
enorgullecer; envanecer, ufanar, presumir, engreír
enormidad; desatino, atrocidad, disparate, barbaridad
enquistar; embutir, encajar, envolver, llenar
enredar; embrollar, confundir, enmarañar, intrincar, entrometerse
enrojecer; ruborizar, sonrojar, avergonzar, abochornar
enrollar; arrollar, envolver, encartuchar, encoger
ensalzar; alabar, celebrar, encarecer, elogiar, loar, ponderar
ensañar; encarnizar, enfurecer, donar, maltratar
ensayar; experimentar, probar, examinar, ejercitar, adiestrar, entrenar
ensenada; rada, bahía, fondeadero
enseres; utensilios, útiles, instrumentos, efectos, aperos
ensombrecer; oscurecer, opacar, agrisar, contristar
ensordecer; asordar, aturdir, confundir, entontecer
ensuciar; enlodar, manchar, emporcar, desasear, tiznar, enmugrar
entablar; comenzar, emprender, preparar, empezar, disponer
enteco; enfermizo, débil, enclenque, canijo, flaco
entelequia; esencia, substancia, ideal, clímax
enterar; imponer, instruir, informar, orientar, contar
enternecer; ablandar, conmover, emocionar, suavizar
enterrar; inhumar, sepultar, soterrar, introducir
entidad; agrupación, colectividad, institución, corporación, firma
entonar; reparar, tonificar, fortalecer, vigorizar
entorpecer; estorbar, obstruir, dificultar, impedir
entraña; interior ,centro, profundidad, órgano, intimidad
entrañar; contener, implicar, incluir, introducir, suponer, encerrar
entredicho; desavenencia prohibición, censura, interdicto
entrelazar; entrecruzar, entretejer, entreponer, mancomunar
entremeterse; inmiscuir, intervenir, mezclarse, interponerse
entronizar; coronar, urgir, levantar, exaltar
entuerto; daño, perjuicio, agravio, ofensa
entumecer; engarrotar, envarar, empalar, entumirse
enturbiar; empañar, oscurecer, embarrar, ensuciar
entusiasmo; fervor, exaltación, frenesí, admiración
enunciación; declaración, enunciado, exposición, mención
envalentonar; animar, entusiasmar, esforzar, enfatizarse, enfervorizar
envanecerse; engreírse, infatuarse, ufanarse, jactarse, alabarse
envejecer; ajarse, avejentarse, marchitarse, aviejarse, caducar
envergadura; anchura, amplitud, extensión, dilación, dilatación
enviciar; dañar, corromper, viciar, pervertir
envidiar; codiciar, ambicionar, anhelar, apetecer, desear
envilecer; degradar, corromper, rebajar, mancillar, humillar, enlodar
envoltura; cubierta, cobertura, casquete, corteza, recubrimiento
enyugar; acoyuntar, uncir, acollarar, embastar
enzarzar; cizañar, azuzar, enardecer, enviscar, excitar, espolear
épico; heroico, homérico
epicúreo; sensual, voluptuoso, sibarita, placentero, hedonista
epidemia; peste, plaga, endemia
epígrafe; título, rótulo, encabezamiento, principio, letrero, inscripción
epílogo; conclusión, resumen, recapitulación, síntesis
epíteto; adjetivo, calificativo, apelativo, nota
equidad; igualdad, paridad, justicia, ecuanimidad, imparcialidad
equidistante; paralelo, correspondiente, semejante, análogo
equipar; proveer, pertrechar, preparar, abastecer, guarnecer
equitativo; justo, imparcial, ecuánime, recto, moderado
equivaler; igualar, emparejar, trocar, conformar
equivocar; confundir, errar, marrar, desvirtuar
era; tiempo, época, periodo, temporada
erario; tesoro, fisco, arcas, fondos
erecto; erguido, tieso, rígido, derecho, eréctil, enderezado
erguir; levantar, enderezar, alzar, desdoblar
erizar; erguir, atiesar, levantar, llenar
erogar; contribuir, distribuir, repartir, racionar
erosión; desgaste, corrosión, debilitamiento, roce, frotamiento
erótico; lúbrico, carnal, sensual, apasionado, libidinoso
errar; fallar, marrar, vagar, deambular, equivocarse
eructar; regoldar, despedir, jactarse, pavonarse
erudito; docto, versado, capacitado, instruido, ilustrado, sabio, culto
esbirro; alguacil, sayón, sicario, verdugo, galafate
esbozar; bosquejar, proyectar, delinear, diseñar
escabroso; dificultoso, arduo, abrupto, fragoso, áspero, quebrado
escabullirse; escurrirse, esfumarse, escaparse, desaparecer, huir
escamar; desconfiar, recelar, sospechar, maliciar
escandalizar; gritar, chillar, alborotar, encolerizarse
escapar; huir, fugarse, evadirse, escabullirse, librarse, esfumarse
escaramuza; contienda, refriega, encuentro , enfrentamiento, acción
escarnecer; burlarse, mofarse, zaherir, reírse, befar
escarnio; burla, mofa, afrenta, ludibrio, befa
escasear; faltar, escatimar, mezquinar, mermar
escatimar; escasear, faltar, racionar, dosificar, regatear
escéptico; incrédulo, aprensivo, dudoso, desconfiado
escindir; dividir, cercenar, partir, bifurcar, hendir, separar
esclarecer; dilucidar, aclarar, explicar, iluminar, ilustrar
esclavizar; subyugar, oprimir, dominar, aherrojar
esclerosar; endurecer, trastornar, perturbar, insensibilizar
escolio; nota, comentario, acotación, anotación
escombro; resto, ruina, desecho, despojo, residuo
escorar; inclinar, ladear, oblicuar, tumbar
escribano; cartulario, escribiente, notario, pendolista, secretario
escrúpulo; esmero, precisión, exactitud,  prejuicio
escrutinio; recuento, computación averiguación, conclusión
escuálido; macilento, consumido, delgado, extenuado
escueto; conciso, lacónico, corto, resumido, despejado
escurrir; filtrar, gotear, destellar, exudar
esencia; naturaleza, zumo, propiedad, substancia, espíritu
esencial; principal, fundamental, substancia, indispensable
esfera; clase, condición, jerarquía, círculo
esforzar; batallar, superar, pugnar, procurar, luchar
esfumar; desvanecer, escabullir, evaporar, desaparecer
esgrimir; recurrir, utilizar, manejar, empuñar, servirse
eslabonar; enlazar, relacionar, empalmar, encadenar
esmerar; cuidar, pulir, limpiar, asear
esotérico; secreto, oculto, reservado, recóndito, enigmático
espaciar; separar, distanciar, alejar, desunir
espantoso; horrible, aterrador, terrorífico, espeluznante
esparcir; dispersar, diseminar, desperdigar, separar, desparramar
espasmo; convulsión, contracción, contorsión, sacudida
especialidad; peculiaridad, particularidad, singularidad, valoración
especie; clase, tipo, grupo, asunto, género
específico; especial, típico, distinto, singular
espécimen; modelo, muestra, seña, tipo
especular; teorizar, reflexionar, discurrir, traficar, meditar
espejismo; ilusión, delirio, desvarío,  ficción
esperanza; ilusión, creencia, confianza, seguridad,
espeso; denso, compacto, tupido, condensado
espía; agente, confidente, soplón, delator
espigado; alto, crecido, esbelto, medrado
espina; púa, aguijón, pena, pesar
espirar; exhalar, lanzar, infundir, animar
espíritu; alma, ánimo, esencia, brío
espléndido; admirable, magnífico, suntuoso, liberal
esplendor; brillo, resplandor, lustre, magnificencia
esplín; tedio, hastío, tristeza, hipocresía, melancolía
espolear; aguijonear, acuciar, incitar, animar, excitar, estimular,
espontáneo; natural, instintivo, voluntario, automático, sencillo, llano
esporádico; aislado, ocasional, suelto,  excepcional, raro, discontinuo
esposar; sujetar, aprisionar, apresar, capturar
espurio; falso, adulterado, bastardo, ilegítimo, falsificado
esqueleto; osamenta, armazón, esquicio, proyecto, armadura
esquematizar; sintetizar, resumir, concentrar, pormenorizar
esquirla; astilla, fragmento, partícula, trozo
esquivo; huraño, huidizo, hosco, arisco
estabilizar; afianzar, equilibrar, nivelar, emparejar, fijar
estadista; gobernante, político, mandatario, conductor
estado; situación, condición, etapa, disposición
estallar; explotar, reventar, explosionar, detonar
estamento; cuerpo, clase, brazo, condición
estéril; infértil, infecundo, infructuoso,  árido, inútil, vano
estertor; agonía, postrimería, opresión, convulsión
estética; belleza, hermosura, primorosidad, calología
estigma; marca, afrenta, mancilla, infamia, huella, señal
estipendio; honorario, remuneración, sueldo, retribución
estipular; convenir, pactar, acordar, determinar
estirar; alargar, dilatar, prolongar, extender
estirpe; prosapia, linaje, origen, progenie
estoico; insensible, inalterable, imperturbable, inmutable, indiferente, impasible
estólido; bobo, necio, bausán, tonto
estrafalario; excéntrico, extravagante, chocante, estrambótico
estrambótico; raro, irregular excéntrico, extravagante, estrafalario
estrategia; táctica, pericia, astucia, habilidad, destreza
estrechez; indigencia, privación, escasez, estrechura, angostura
estregar; restregar, frotar, friccionar, rozar, fregar
estremecer; sacudir, agitar, conmover, trepidar
estreñir; restringir, astringir, retrasar, dificultar
estrépito; estruendo, ruido, fragor, estridencia
estribar; apoyarse, basarse, consistir, gravitar, descansar, fundarse
estridente; inarmónico, estrepitoso, destemplado, ruidoso, chillón
estropicio; destrozo, deterioro, ruptura, descalabro
estrujar; exprimir, prensar, comprimir,   condensar, apretar
estuario; estero, restañadero, desembocadero, aguazal
estulticia; estupidez, tontería, necedad, bobería
estupefaciente; aletargante, soporífero, anestésico, narcótico,  droga
etéreo; vaporoso, sutil, elevado, incorpóreo, impalpable
eternidad; inmortalidad, perpetuidad, perdurabilidad
eterno; sempiterno, inmortal, imperecedero, eviterno, perdurable,
ética; moral, conciencia, conducta, integridad
eubolia; tino, acierto, prudencia, tacto
euforia; excitación, lozanía, bienestar, tranquilidad
euritmia; armonía, equilibrio, proporción, combinación
eutanasia; autoeliminación, inmolación, eliminación, suicidio
eutexia; euforia, excitación, conmoción, incitación
evacuar; dejar, abandonar, desocupar, defecar
evadir; esquivar, evitar, eludir, soslayar
evaluación; valuación, valoración, tasación, estimación, apreciación
evaporizar; evaporar, vaporar, gasificar, volatilizar
evasión; incumplimiento, huida, efugio, salida, fuga
evasiva; pretexto, excusa, rodeo, subterfugio, escapatoria
eventual; casual, accidental, circunstancial, imprevisto, inseguro
evidencia; certeza, certidumbre, demostración, convicción
evidente; manifiesto, obvio, cierto, efectivo, palmario, patente
evitar; impedir, provenir, precaver, sortear, prevenir
evocar; recordar, rememorar, retener, añorar
evolución; cambio, desarrollo, avance, perfeccionamiento, progreso
exabrupto; brusquedad, aspereza, pesadez, desatino
exacerbar; ensañar, enconar, agravar, encolerizar, irritar
exacto; preciso, cabal, verdadero, puntual, justo, fiel
exaltación; fervor, pasión, entusiasmo, frenesí, excitación
exangüe; exánime, desangrado, aniquilado, exhausto
exánime; desmayado, inanimado, desfallecido, exangüe, aniquilado
exasperar; enfurecer, exacerbar, sulfurar, irritar, excitar
excavar; cavar, hozar, socavar, dragar, zapar, penetrar
exceder; aventajar, superar, rebasar, sobrepujar, traspasar
excelencia; excelsitud, sublimidad, eminencia, superioridad
excelso; eximio, egregio, altísimo, sublimidad
excéntrico; anormal, extraño, extravagante, maniático, raro, original
excepcional; único original, singular, insólito, raro, extraordinario
exceptuar; excluir, salvar, quitar, prescindir
excesivo; enorme, demasiado, desmesurado, desmedido, sobrado
excitación; incitación, exaltación, nerviosismo, estímulo, provocación
excluir; eliminar, exceptuar, suprimir, descartar
exclusivo; primitivo, individual, monopolio, privilegio
execrable; abominable, aborrecible, detestable, condenable
execrar; aborrecer, abominar, detestar, maldecir
exégeta; intérprete, traductor, glosador, comentador
exento; libre, dispensador, franco, impoluto
exhalar; lanzar, emitir, despedir, irradiar, desprender
exhausto; extenuado, consumido, agotado, debilitado
exhibir; exponer, mostrar, presentar, lucir
exhumar; desenterrar, liberalizar
exigente; severo, rígido, recto, escrupuloso
exiguo; reducido, escaso, pequeño, corto
exilio; destierro, extrañamiento, proscripción, deportación
eximio; excelso, relevante, superior, eminente, óptimo, excelente
eximir; dispensar, liberar, perdonar, relevar
éxodo; emigración, migración, expatriación, peregrinación,
exonerar; eximir, liberar, privar, despojar, aliviar
exorbitar; extremar, exagerar,  exceder, desorbitar
exordio; introducción, prefacio, preámbulo, proemio, prólogo
exotérico; vulgar, corriente, común público, fácil
exótico; extraño, ajeno, peregrino, extranjero, lejano
expansión; crecimiento, aumento, desarrollo, dilación, extensión
expectativa; expectación, esperanza, perspectiva, posibilidad,  aliento
expedición; facilidad, despacho, diligencia, excursión, destreza,
expedir; extender, despachar, enviar, cursar, remitir
expedito; despejado, libre, desembolso, despierto
expeler; lanzar, arrojar, despedir, expulsar, echar
experimental; empírico, tentativo
experto; perito, experimentado, ducho, avezado, entendido,
expiar; pagar, compensar, purgar, observar, reparar
expirar; fallecer, perecer, morir, extinguir
explayarse; extenderse,  prolongarse esparcirse, solazarse, divertirse
explicar; aclarar, exponer, justificar, interpretar, desarrollar
explícito; evidente, manifiesto, claro, virtual, formal, expreso
explorar; reconocer, investigar, averiguar, examinar, sondear
explotación; aprovechamiento, utilización, fabricación, empresa
explotar; aprovechar, utilizar, fabricar, industrializar, abusar
expoliar; quitar, despojar, desposeer, usurpar
exportar; sacar, enviar, remitir, despachar
expósito; inclusero, huérfano, echadizo, guacho
expresión; palabra, dicción, vocablo, locución
expreso; manifiesto, claro, especifico, preciso, terminante
expropiar; confiscar, incautarse, desposeer, decomisar, privar
expulsar; echar, despedir, arrojar, lanzar
expurgar; limpiar, purificar, acendrar, desechar
extasiado; suspendido, extático, arrobado, embelesado
extender; desarrollar, desenvolver, desplegar, difundir, desdoblar
extenso; vasto, amplio, espacioso, prolongado
extenuar; debilitar, agotar, fatigar, enflaquecer
exterminar; eliminar, aniquilar, diezmar, extirpar
extinto; muerto, fallecido, difunto, finado
extorsión; daño, perjuicio, menoscabo, chantaje
extractar; resumir, compendiar, abreviar, sintetizar
extralimitarse; excederse, sobrepasarse, propasarse, descomedirse
extrañar; desterrar, confinar, sorprender, inquietar
extraño; impropio, chocante, insólito, exótico, ajeno
extravagancia; excentricidad, rareza, anormalidad, originalidad
extraviar; perder, desviar, desorientar, equivocar
extremar; exagerar, acentuar, extralimitarse, sobrepasarse
extrínseco; externo, exterior, casual, contingente, accidental
exuberancia; abundancia, copiosidad, frondosidad, profusión
exultación; alegría, regocijo, contento, gozo, júbilo, alborozo
eyacular; expeler, lanzar, segregar, impulsar, secretar, emitir, arrojar
fábrica; industria, elaboración, taller, factoría, manufactura
fábula; mito, ficción, leyenda, parábola, mitología, alucinación
facción; parcialidad, bandería
faceta; aspecto, cara, fase, perspectiva, transición, cambio
fácil; simple, sencillo, elemental, hacedero, claro, evidente
facineroso; criminal, malhechor, forajido, infractor, maleante
facsímil; reproducción, copia, imitación, calco, duplicado
fáctico; real, cierto, verdadero, efectivo
falacia; falsedad, infundio, mentira embuste, patraña, sofisma
falaz; engañoso, mentido, fingido, embustero, inexacto, sofístico
fallecer; expirar, morir, fenecer, perecer, sucumbir, extinguirse
falsear; adulterar, falsificar, desfigurar, embaucar, mentir
falsía; falsedad, hipocresía, patraña, invención, infundio, embuste
falsificar; adulterar, alterar, mixtificar, plagiar, usurpar
falto; escaso, desprovisto, carente, exiguo, poco, limitado, privado
fama; celebridad, reputación, notoriedad, renombre, popularidad
famélico; desnutrido, hambriento, transido, malcomido
familiaridad; confianza, intimidad, fraternidad, compañerismo
fanático; obcecado, sectario, extremista, empecinado, cabezudo
fanfarrón; farsante, baladrón, bravucón, jactancioso, matón
fanfarronería; fanfarria, jactancia, vanagloria, pedantería
fango; lodo, légamo, pecina, vicio, barro, barrizal, fangal, charco
fantoche; títere, marioneta,  figurón, bufón,  polichinela, muñeco
fármaco; medicamentos, drogas, específicos, remedios
fascinar; atraer, deslumbrar, encantar, seducir, embelesar
fastidiar; hastiar, enfadar, disgustar, agobiar, incomodar, importunar
fastigio; cumbre, cúspide, pináculo, cima, picacho, altura, vértice
fastuoso; suntuoso, espléndido, magnífico, lujoso, ostentoso
fatal; inevitable, inexorable, fatídico, irreemplazable, esencial
fatalidad; adversidad, infortunio, desgracia, desastre, desventura
fatiga; cansancio, molestia, penalidad, abatimiento, tedio, hastío
fatuidad; necedad, vanidad, orgullo, jactancia, ínfulas
fausto; dichoso, afortunado, feliz, venturoso, lujo, pompa, boato
favor; servicio, atención, ayuda, merced, concurso
favorecer; ayudar, proteger, cooperar, colaborar, auxiliar, coadyuvar
fe; creencia, confianza, convicción, religión, optimismo, ánimo
feble; débil, indeleble, flaco, lánguido
febril; ardoroso, turbado, agitado, afiebrado, calenturiento
fechoría; maldad,  insidia, villanía, felonía, alevosía
fecundar; fertilizar, fecundar, producir, engendrar, embarazar, preñar
fecundo; prolífero, fértil, feraz,  productivo, ubérrimo, prolífico
felicidad; ventura, delicia, alegría, dicha, júbilo, alborozo, agrado
felicitar; congratular, cumplimentar, alegrar, regocijar, saludar
felón; traidor, alevoso, infiel, pérfido, desleal, aleve, perjuro
fenómeno; manifestación, misterio, prodigio, portento
fermentar; agriarse, alterarse, corromper, avinagrarse
ferocidad; fiereza, violencia, barbaridad, atrocidad, insensibilidad
férreo; fuerte, duro, resistente, inflexible, firme, macizo, sólido
fertilidad; fecundidad, feracidad, procreación, reproducción
fervor; ardor, pasión, entusiasmo, fogosidad, devoción, arrobamiento
festejar; galantear, regalar, banquetear, invitar, homenajear
fétido; hediondo, pestilente, viciado, irrespirable, malsano
fianza; garantía, prenda, obligación, depósito, aval, caución
fiasco; chasco, fracaso, decepción, malogro, desprestigio, descrédito
ficción; invención, quimera, fantasía, leyenda, parábola, fábula
fidedigno; verdadero, auténtico, fehaciente, veraz, verídico, cierto
fidelidad; amistad adhesión, afecto, rectitud, devoción, puntualidad
filantropía; generosidad, altruismo, largueza, caridad, desprendimiento
filial; familiar, sucursal, dependencia, sede
filípica; reprimenda, censura, invectiva, amonestación, diatriba
filosofía; sabiduría, discernimiento, reflexión, ideario, doctrina, teoría
fin; término, final, conclusión, consumación, paradero, destino, terminal
fino; delicado, puro, superior, acendrado, obsequioso, galante, simpático
firme; fijo, sólido, estable, constante, duro, indestructible, irrompible
fiscalizar; controlar, supervisar, analizar, calificar, comprobar, constatar
fisonomía; rostro, aspecto, semblante, expresión, faz, cara, figura, cariz I
flácido; blando, fofo, laxo, lacio
flagelación; castigo, maltrato, azotamiento, fustigación
flagelar; azotar, fustigar, confundir, golpear, lesionar, maquillar
flamante; nuevo, reciente, reluciente, rutilante, moderno, original
flema; lentitud, apatía, calma, tranquilidad, reposo
flexible; elástico, dúctil, manejable, plástico, maleable, cimbreante
flirtear; coquetear, galantear, piropear, cortejar, camelar
florilegio; selección, antología, colección, crestomatía
flujo; oleada, creciente, efusión, marea, pleamar, resaca, bajamar
fobia; aversión, temor, antipatía, disgusto, repugnancia, asco, ojeriza
fofo; esponjoso, blando, muelle, suelto, poroso, hueco, huero, vacío
fogueado; ducho, veterano, avezado, aguerrido
folio; página, hoja, carilla, plana, papel
foráneo; extraño, extranjero, exótico, forastero, ajeno, diverso
forastero; extraño, foráneo, ajeno, extranjero, afuerino
forjar; concebir, urdir, inventar, crear, idear, imaginar
formalizar; determinar, precisar, concretar, legalizar
formular; recetar, prescribir, enunciar, expresar, exponer, proponer
fornicar; cohabitar, convivir, copular, unionizar
fortalecer; fortificar, afianzar, consolidar, reforzar, revigorizar
fortificar; fortalecer, reforzar, atrincherar, robustecer, tonificar
fortuito; casual, accidental, repentino, imprevisto
forzar; obligar, violentar, compeler, imponer, presionar, apremiar
forzoso; obligado, preciso, ineludible, indefectible, apremiado
forzudo; fornido, robusto, vigoroso, potente, musculoso, hercúleo
fosa; huesera, yacija, cárcava, enterramiento
fraccionar; partir, dividir, romper, fragmentar, trozar, despedazar
fragancia; aroma, perfume, esencia, olor
frágil; débil, endeble, quebradizo, delicado, rompible, inconsistente
fragmento; trozo, partícula, fracción, pedazo, parte, porción
fraguar; discurrir, idear, inventar, maquinar, forjar, proyectar, concebir
franquicia; dispensa, exención, privilegio, prorrogativa
fraternidad; hermandad, unión, armonía, concordia
fraude; engaño, dolo, estafa, falsificación, hurto, desfalco, latrocinio, alijo
frecuencia; sucesión, periodicidad, asiduidad, reiteración, repetición I
frecuentar; menudear, acostumbrar, visitar, concurrir
fregar; frotar, restregar, limpiar, molestar, fastidiar, hastiar, abrumar
frenar; parar, refrenar, sujetar, retener, atajar, interrumpir
frenesí; exaltación, arrebato, delirio, desvarío, apasionamiento, amorío
frenético; delirante, impulsivo, exaltado, arrebatado, enamorado
friolera; fruslería, bagatela, nadería, nimiedad
frondoso; esposo, tupido, cerrado, exuberante
frontis; fachada, portada, delantera, frontispicio
fructífero; provechoso, beneficioso, productivo, lucrativo, valioso, fértil
fruición; deleite, gusto, delicia, complacencia
fruslería; bagatela , nadería, futilidad, trivialidad, insignificancia, friolera
frustrar; malograr, fracasar, burlar, chasquear
fruto; producto, resultado, cosecha, fruta, beneficio, recompensa
fuelle; pliegue plegadura, repliegue, plisado
fuerte; firme
fuerza; potencia, pujanza, eficacia, poder, firmeza
fuga; huida, evasión, escapada, filtración escape, escapatoria
fulgor; claridad, brillo, resplandor, destello
fulminar; aniquilar, exterminar, destruir, arruinar
fumigar; desinfectar, purificar, sahumar, exorcizar
función; ministerio, ejercicio, puesto, fiesta
fundamental; esencial, cardinal, primordial, principal
fundamentar; cimentar, basar, documentar, establecer
fundar; construir, edificar, establecer, instituir
fúnebre; funerario, funeral, luctuoso, tétrico, lóbrego, lúgubre
furia; cólera, arrebato, furor, frenesí, irritación
furor; delirio, exaltación, arrebato, excitación
fusible; fundible, fundente, licuante, fácil de fundirse
fusión; mezcla, unión, conciliación, simbiosis
fuste; palo, vara, asta, importancia
fútil; baladí, insustancial, nimio, insignificante, trivial, leve, venial
futuro; venidero, próximo, porvenir, perspectiva
futurología; estudio, reflexión, lucubración, posibilidades
gabinete; cartera, ministerio, gobierno, camarote, cabina, escritorio
gaceta; periódico, boletín, informativo, magazine, semanario
galán; galano, adonis, pretendiente actor, artista, bufo, personaje
galantería; atención, cortesía, gentileza, galanura
galardón; premio, recompensa, distinción, laurel
gálibo; elegancia, primorosidad, dimensión, plantilla
gamberro; disoluto, licencioso, galocho, vicioso
ganancia; negocio, utilidad, provecho, rendimiento, beneficio
ganar; adquirir, obtener, lograr, percibir, enriquecer, prosperar
garante; fiador, avalista, afianzador
garrafal; colosal, excesivo, exorbitante, morrocotudo, desmesurado, grandioso
gastar; consumir, agotar, derrochar estropear, despilfarrar
gélido; frío, helado, álgido, glacial
generación; creación, concepción descendencia, sucesión
gentil; galán, apuesto, atento, pagano
genuflexión; reclinación, reverencia, postración, sumisión
germen; embrión, origen, principio, elemento, causa, motivo
gesticular; gestear, bracear, alharaca
gimotear; lloriquear, sollozar, gemir, suspirar
gloria; paraíso, fama, cielo, honor
glorificar; alabar, ensalzar, enaltecer, exaltar
glotón; comilón, tragón, epulón, voraz, hambriento
goce; disfrute usufructo, placer, deleite, regocijo
golfa; pilluela, granula, buscona, gamberra
golfo; bahía, rada, ensenada, vagabundo, caleta
gorjear; entonar, trinar, canturrear, modular, vocalizar
gozar; disfrutar, aprovechar, deleitarse, usufructuar,
grabar; esculpir, tallar, cincelar, burilar, plasmar
gradual; escalonado, sucesivo, graduado, progresivo, continuado
graduar; dosificar, medir, escalonar, regular, diplomar, licenciar
gráfico; esquema, esbozo, diseño, bosquejo, plan, representación
grandeza; magnitud, superioridad, esplendor, relevancia, grandor, magnificencia
granítico; duro, compacto, fuerte, consistente
gravamen; cargar, posar, imponer, hipotecar, canon, impuesto
gravidez; preñez, embarazo, gestación, dificultad
grávido; repleto, cargado, lleno, copioso, abundante
gremio; agrupación, sindicato, asociación, corporación, junta, reunión
grosero; tosco, ordinario, patán, zafio, insolente, descortés
grotesco; chocante, rudo, tosco, extravagante, desmesurado, desproporcionado
gruta; cueva, cavidad, vacío, espelunca, caverna, antro
guardar; almacenar, conservar, custodiar, preservar, cuidar
guardia; defensa, custodia, protección, centinela, escolta
guarecer; cobijar, proteger, conservar, socorrer, ornar, revestir
guiar; dirigir, gobernar, indicar, orientar, regir, aconsejar
